Rank,Score,Name,Acedemik Reputation,Students,Citations_per_faculty,faculty_student_ratio,employer_reputation,employment_outcomes,international_faculty_ratio,sustainability_score,international_research_network
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universidade Federal de São Carlos (UFSCar),15,2.5,28.8,20.3,10.8,1.8,3.4,41.3,47.1
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universidade Federal do Paraná - UFPR,19.4,11.2,9.8,25.7,8.7,18,3.9,40,55.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universidade da Coruña ,8.5,9.4,13.8,29.3,7.1,3.6,3.5,61.1,61.7
"
                     1001-1200
                     
                        
                     
                  ",n/a,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",4.9,5.1,45.9,4.6,3,3.2,5.1,29.6,60.3
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universitas Sebelas Maret,21.2,11.2,2.5,25.2,21.4,2.8,33.3,50.8,20.5
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universitas Sumatera Utara,14.4,2.6,1.8,38,13.4,7.4,14.1,46,28.6
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universitat Jaume I,7.7,24.1,28.4,20.8,3.3,1.7,4.8,59.6,51.1
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universitat de Lleida (University of Lleida),7.4,16.2,21.5,27.5,3.7,5.2,7.3,59.1,56.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universiti Malaysia Perlis,10.7,4.9,13.7,29.8,9.1,5.2,1.8,43.1,47.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universiti Malaysia Sabah (UMS),22,12.4,6.2,15.1,15.7,5,23.9,48.1,33.2
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universiti Malaysia Sarawak (UNIMAS),20.1,19.7,6.8,17.3,14.4,5,43.9,42.6,35.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universiti Tun Hussein Onn  Malaysia (UTHM),14.5,12,18.6,11.7,12.2,5,6.8,49.7,45.8
"
                     1001-1200
                     
                        
                     
                  ",n/a,Universite Paris-Pantheon-Assas,8.5,38.6,1.4,63.1,8.2,64.4,15.8,17,6.1
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Alabama at Birmingham ,7.3,n/a,24.1,62.6,4.6,5,n/a,35.6,57.2
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Anbar,25.3,1.8,3,27.2,15.4,5.6,3.5,31.7,25.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Arkansas Fayetteville,8.4,4.4,19,7.8,7.4,34.4,9.2,45.1,67.8
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Balamand,8,26.9,3.6,49.8,21.2,3.8,20.5,33.6,14.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Lancashire,6.5,78.4,7.1,12.4,9.3,3.3,43.2,35.5,56.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Colombo,15.1,1.5,6.1,3.3,20.9,76,1.2,61.1,20.7
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Denver,7.8,14.2,12.7,43.6,12.2,37.5,6,49.5,31.8
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Deusto,8.9,29.9,14.3,7.4,29.8,52.2,8.8,31.6,29.1
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of East London,3.9,99.8,9.5,2.6,6.5,14.1,83.3,29.5,34.5
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Hradec Kralove,5.8,6.2,13.3,24.8,6.9,5.2,60.2,23,49.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Ibadan,11.6,n/a,7.3,6.4,16.6,76.2,n/a,41.9,64.8
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Idaho ,3.5,12.2,36.9,15.4,1.6,7.5,8.6,41.7,32
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Ioannina,9.4,7.5,32,1.9,5.6,3.6,2,36.5,55.7
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Isfahan,7.7,2.5,30.7,4.9,10.7,4.7,n/a,27.7,52.8
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Karachi,14.5,1.2,10.4,2,19.2,51.2,4.7,31.3,48.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Lagos,9.4,n/a,5.2,2.5,16.5,90.4,n/a,36.6,45.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Louisville,3.9,5.9,13.3,43.8,4.2,9.8,21.8,39.5,59.6
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Mississippi,4.6,5.1,12,78,3.2,9.2,5.2,35.9,47.6
"
                     1001-1200
                     
                        
                     
                  ",n/a,"University of Missouri, Kansas City",5.1,31.3,25.7,21.9,9.5,13.4,6.9,30.8,26.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Murcia,15.3,7,14.9,24.9,5.4,4.9,n/a,64.4,77.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Nairobi,12.8,n/a,2.6,25.7,13.7,95.6,n/a,39.1,48.7
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Naples Parthenope,5.6,4.2,47.2,4.2,3.4,1.8,2,41.2,33.3
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Nevada - Reno,6.4,4.1,24.4,24.2,6.5,13.9,23.4,48.1,62.9
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of New England Australia,12.5,6.1,16,8.2,9.6,15.7,6.3,50.9,67.3
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of New Hampshire,6,4.9,24.8,17.7,9.1,13.3,11.7,47.1,32.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of North Carolina at Charlotte,6.7,13.7,19.6,7.7,7,15.3,15.5,43.9,66.4
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Parma,13.6,16.8,33,4.5,5.8,12.5,5.2,37,63
"
                     1001-1200
                     
                        
                     
                  ",n/a,University of Regina,4.7,51.2,34.3,5.7,2.9,6.4,4,64.2,48.5
